NPC Data (Special)			Group			Current	Profession	Greet	Join	Event	Event	Event	Event	Event	Event			
596	Janet Thomas	0792	0	0	0	1137	0	115	0	1155	1240	0	0	0	0	Water Guild Membership (6)	6	
597	Dennis Caverhill	0779	0	0	0	986	0	115	0	1155	1199	0	0	0	0	Water Guild Membership (9)	9	
598	Pedron Sablewood	0963	0	0	0	1127	0	115	0	1153	1218	0	0	0	0	Earth Guild Membership (2)	2	
599	Devon Ivers	0697	0	0	0	966	0	115	0	1153	1206	0	0	0	0	Earth Guild Membership (4)	4	
600	Therese Umberpool	0602	0	0	0	1072	0	115	0	1153	1182	1205	0	0	0	Earth Guild Membership (8)	8	
601	Feldin Urthsmite	0750	0	0	0	1058	0	115	0	1153	1224	0	0	0	0	Earth Guild Membership (39)	39	
602	Alise Nightwood	0766	0	0	0	1103	0	115	0	1158	1220	0	0	0	0	Spirit Guild Membership (2)	2	
603	Wilbur Eversmyle	0882	0	0	0	932	0	115	0	1158	1169	0	0	0	0	Spirit Guild Membership (3)	3	
604	Malisha Karrand	0803	0	0	0	969	0	115	0	1158	1239	0	0	0	0	Spirit Guild Membership (5)	5	
605	Yarrow Elmsmire	0886	0	0	0	1102	0	115	0	1156	1178	0	0	0	0	Body Guild Membership (2)	2	
606	Tilgar Dirthmoore	0928	0	0	0	933	0	115	0	1156	1232	0	0	0	0	Body Guild Membership (3)	3	
607	Ashandra Snowtree	0669	0	0	0	1015	0	115	0	1156	1191	0	0	0	0	Body Guild Membership (14)	14	
608	Ronald Kinney	0893	0	0	0	1126	0	115	0	1157	1194	0	0	0	0	Mind Guild Membership (2)	2	
609	Heather Cardron	0857	0	0	0	937	0	115	0	1157	1168	0	0	0	0	Mind Guild Membership (3)	3	
610	Halain Sampson	0878	0	0	0	1046	0	115	0	1157	1196	0	0	0	0	Mind Guild Membership (13)	13	
611	Rawn Dervish	0566	0	0	0	1014	0	115	0	1157	1191	0	0	0	0	Mind Guild Membership (14)	14	
612	Guard	0931	0	0	0	0	0	253	0	0	0	0	0	0	0	Fort Riverstride Guard		
613	Guard	0953	0	0	0	0	0	254	0	0	0	0	0	0	0	Watchtower 6 Guard		
614	Guard	0940	0	0	0	0	0	255	0	0	0	0	0	0	0	Temple of Light Guard		
615	Guard	0914	0	0	0	0	0	256	0	0	0	0	0	0	0	Temple of Dark Guard		
616	Castle Guard	0931	0	0	0	0	0	257	0	0	0	0	0	0	0	Castle Gryphonheart Guard		
617	Castle Guard	0689	0	0	0	0	0	258	0	0	0	0	0	0	0	Castle Navan Guard		
618	Castle Guard	0952	0	0	0	0	0	259	0	0	0	0	0	0	0	Castle Lambent Guard		
619	Castle Guard	0637	0	0	0	0	0	260	0	0	0	0	0	0	0	Castle Gloaming Guard		
620	Eric Swarrel	0913	0	0	0	0	0	261	0	925	926	0	0	0	0	School of Sorcery Receptionist		
621	Guard	0902	0	0	0	0	0	132	0	0	0	0	0	0	0	School of Sorcery Guard		
622	Guard	0875	0	0	0	0	0	264	0	0	0	0	0	0	0	Markham's House Guard		
623	Seth Drakkson	0872	0	0	0	0	0	115	0	0	0	0	0	0	0	Kill Griffin Quest	5	
624	Darron Temper	0955	0	0	0	0	0	285	0	948	0	0	0	0	0	Arcomage Cards Quest	2	
625	Gary Zimm	0900	0	0	0	1120	0	286	0	1063	0	0	0	0	0	Scarf Quest	6	
626	Roland Ironfist	1491	0	0	0	0	0	287	0	0	0	0	0	0	0	Roland for the Hive	40	
627	Thom Lumbra	0892	0	0	0	957	0	288	0	1212	0	0	0	0	0	Statuette Quest	4	
628	Ferdinand Visconti	0897	0	0	0	1042	0	290	0	1214	0	0	0	0	0	Painting Quest	13	
629	Gina Barnes	0822	0	0	0	0	0	292	0	1216	0	0	0	0	0	Arcomage Quest	3	
630	Tiricia Lambert	0838	0	0	0	0	0	294	0	1200	0	0	0	0	0	Hint NPC In Bracada (6)		
631	Timothy Hawk	0594	0	0	0	0	0	294	0	1201	0	0	0	0	0	Hint NPC In Bracada (6)		
632	Heather Hughes	0843	0	0	0	0	0	295	0	1238	1194	0	0	0	0	Hint NPC In Celeste (7)		
633	Geofery Hamic	0934	0	0	0	0	0	295	0	1244	1249	0	0	0	0	Hint NPC In Celeste (7)		
634	Irving Kull	0935	0	0	0	0	0	296	0	1182	1205	0	0	0	0	Hint NPC In The Pit (8)		
635	Polera Skulk	0845	0	0	0	0	0	296	0	1204	1182	0	0	0	0	Hint NPC In The Pit (8)		
636	Agatha Noble	0707	0	0	0	0	0	297	0	1210	1211	0	0	0	0	Hint NPC in Nighon (10)		
637	Vincent Albers	0781	0	0	0	0	0	297	0	1246	1211	0	0	0	0	Hint NPC in Nighon (10)		
638	Dallia Sparks	0714	0	0	0	1151	0	298	0	1209	1187	0	0	0	0	Hint NPC in Barrow Downs (11)		
639	Arena Master	0734	0	0	0	0	0	115	0	0	0	1149	0	0	0			
640	Adam McCarthy	0779	0	0	0	0	0	115	0	0	0	0	0	0	0			
641	Alex Sherman	0879	0	0	0	0	0	115	0	0	0	0	0	0	0			
642	Andrew Grumm	0929	0	0	0	0	0	115	0	0	0	0	0	0	0			
643	April Lee	0560	0	0	0	0	0	115	0	0	0	0	0	0	0			
644	Benjamin Bent	0949	0	0	0	0	0	115	0	0	0	0	0	0	0			
645	Bill Nesemeier	0956	0	0	0	0	0	115	0	0	0	0	0	0	0			
646	Bob Young	0923	0	0	0	0	0	115	0	0	0	0	0	0	0			
647	Bonnie Long-Hemssath	0791	0	0	0	0	0	115	0	0	0	0	0	0	0			
648	Brian DeMetz	0573	0	0	0	0	0	115	0	0	0	0	0	0	0			
649	Brian Kemper	0598	0	0	0	0	0	115	0	0	0	0	0	0	0			
650	Bryan Farina	1494	0	0	0	0	0	115	0	0	0	0	0	0	0			
651	Carl Pinder	0592	0	0	0	0	0	115	0	0	0	0	0	0	0			
652	Charles Zilm	0962	0	0	0	0	0	115	0	0	0	0	0	0	0			
653	Chris Bates	0950	0	0	0	0	0	115	0	0	0	0	0	0	0			
654	Chris Rock	0574	0	0	0	0	0	115	0	0	0	0	0	0	0			
655	Christian Vanover	1554	0	0	0	0	0	115	0	0	0	0	0	0	0			
656	Chuck Russom	0950	0	0	0	0	0	115	0	0	0	0	0	0	0			
657	Dave Botan	0960	0	0	0	0	0	115	0	0	0	0	0	0	0			
658	David Mullich	0955	0	0	0	0	0	115	0	0	0	0	0	0	0			
659	David Richey	0957	0	0	0	0	0	115	0	0	0	0	0	0	0			
660	David Vela	0576	0	0	0	0	0	115	0	0	0	0	0	0	0			
661	Dean Gibson	0961	0	0	0	0	0	115	0	0	0	0	0	0	0			
662	Edward Hudson	0565	0	0	0	0	0	115	0	0	0	0	0	0	0			
663	George Almond	0740	0	0	0	0	0	115	0	0	0	0	0	0	0			
664	George Ruof	0735	0	0	0	0	0	115	0	0	0	0	0	0	0			
665	Greg Fulton	0757	0	0	0	0	0	115	0	0	0	0	0	0	0			
666	Gus Smedstad 	0694	0	0	0	0	0	115	0	0	0	0	0	0	0			
667	Ian Bullard	0693	0	0	0	0	0	115	0	0	0	0	0	0	0			
668	Jack Russell	0872	0	0	0	0	0	115	0	0	0	0	0	0	0			
669	James Dickinson	0527	0	0	0	0	0	115	0	0	0	0	0	0	0			
670	Jeff Bigman	0937	0	0	0	0	0	115	0	0	0	0	0	0	0			
671	Jeff Blattner	0938	0	0	0	0	0	115	0	0	0	0	0	0	0			
672	Jeff Leggett	0940	0	0	0	0	0	115	0	0	0	0	0	0	0			
673	Jennifer Bullard	0670	0	0	0	0	0	115	0	0	0	0	0	0	0			
674	Joel Kelly 	0692	0	0	0	0	0	115	0	0	0	0	0	0	0			
675	John Bolton	0869	0	0	0	0	0	115	0	0	0	0	0	0	0			
676	John Gibson	0904	0	0	0	0	0	115	0	0	0	0	0	0	0			
677	John Krause	0906	0	0	0	0	0	115	0	0	0	0	0	0	0			
678	John Machin	0914	0	0	0	0	0	115	0	0	0	0	0	0	0			
679	John Slowsky	0888	0	0	0	0	0	115	0	0	0	0	0	0	0			
680	Jon Van Caneghem	0456	0	0	0	0	0	115	0	0	0	0	0	0	0			
681	Julia Ulano	0664	0	0	0	0	0	115	0	0	0	0	0	0	0			
682	Keith Francart	1539	0	0	0	0	0	115	0	0	0	0	0	0	0			
683	Keith Talanay	1540	0	0	0	0	0	115	0	0	0	0	0	0	0			
684	Ken Spencer	1548	0	0	0	0	0	115	0	0	0	0	0	0	0			
685	Ken Thomson	0951	0	0	0	0	0	115	0	0	0	0	0	0	0			
686	Kurt McKeever	0954	0	0	0	0	0	115	0	0	0	0	0	0	0			
687	Lisa Whitman	nil	0	0	0	0	0	115	0	0	0	0	0	0	0			
688	Lou Henderson	0891	0	0	0	0	0	115	0	0	0	0	0	0	0			
689	Marcus Pregent	0887	0	0	0	0	0	115	0	0	0	0	0	0	0			
690	Mark Caldwell	1546	0	0	0	0	0	115	0	0	0	0	0	0	0			
691	Michael Wolf 	0878	0	0	0	0	0	115	0	0	0	0	0	0	0			
692	Nicco Wargon 	0900	0	0	0	0	0	115	0	0	0	0	0	0	0			
693	Paul Rattner	1516	0	0	0	0	0	115	0	0	0	0	0	0	0			
694	"Peter ""Zoop"" Ryu"	1530	0	0	0	0	0	115	0	0	0	0	0	0	0			
695	Phelan Sykes	0656	0	0	0	0	0	115	0	0	0	0	0	0	0			
696	Rebecca Christel	0657	0	0	0	0	0	115	0	0	0	0	0	0	0			
697	Riki Corredera 	1518	0	0	0	0	0	115	0	0	0	0	0	0	0			
698	Robert King	0781	0	0	0	0	0	115	0	0	0	0	0	0	0			
699	Ryan Den	0699	0	0	0	0	0	115	0	0	0	0	0	0	0			
700	Scott White	0675	0	0	0	0	0	115	0	0	0	0	0	0	0			
701	Steve Baca	0695	0	0	0	0	0	115	0	0	0	0	0	0	0			
702	Steve Jasper	0698	0	0	0	0	0	115	0	0	0	0	0	0	0			
703	Steve Wasaff	0702	0	0	0	0	0	115	0	0	0	0	0	0	0			
704	Tim Lang	0700	0	0	0	0	0	115	0	0	0	0	0	0	0			
705	Tracy Iwata	0660	0	0	0	0	0	115	0	0	0	0	0	0	0			
706	Walter Johnson	0873	0	0	0	0	0	115	0	0	0	0	0	0	0			
707	Devin Chapman	0877	0	0	0	0	0	115	0	0	0	0	0	0	0			
708	Derek Chester	0893	0	0	0	0	0	115	0	0	0	0	0	0	0			
709	Eric Williamson	0871	0	0	0	0	0	115	0	0	0	0	0	0	0			
710	Tom Zeliff	0876	0	0	0	0	0	115	0	0	0	0	0	0	0			
711	Lord Roberts	0959	0	0	0	0	0	115	0	0	0	0	0	0	0			
712	Amethyst Gemstone	0666	0	0	0	0	0	115	0	0	0	0	0	0	0			
713	Wacko the Ninja	0935	0	0	0	0	0	115	0	0	0	0	0	0	0			
714	Andrew YC Pupedis	0926	0	0	0	0	0	115	0	0	0	0	0	0	0			
715	Just_A_Brain	0898	0	0	0	0	0	115	0	0	0	0	0	0	0			
716	"Mephisto, Ancient Sorcerer"	0914	0	0	0	0	0	115	0	0	0	0	0	0	0			
717	Contest Winner 7	0963	0	0	0	0	0	115	0	0	0	0	0	0	0			
718	King Louis	1537	0	0	0	0	0	115	0	0	0	0	0	0	0			
719	Tony Tunes	0926	0	0	0	0	0	115	0	779	0	0	0	0	0	Trade NPC Arrowheads/Wood		
720	Guthwulf	0889	0	0	0	910	0	304	0	1170	1179	0	0	0	0	Hint NPC in Steadwick/Pete (3)		
721	Aaron Castro	0869	0	0	0	915	0	304	0	1168	1170	0	0	0	0	Hint NPC in Steadwick/Pete (3)		
722	Pip Hillier	0942	0	0	0	0	0	115	0	0	0	0	0	0	0	Trade NPC Feathers/Arrowheads		
723	Robert Belknap	0694	0	0	0	0	0	115	0	0	0	0	0	0	0	Trade NPC Wood/Feathers		
724	Sir Carneghem	0456	0	0	0	0	0	315	0	0	0	0	0	0	0	Trade NPC Wine/Bottles		
725	Wacko	0935	0	0	0	1039	0	299	0	1277	0	0	0	0	0	Hint NPC in Tatalia (13) wharf area		
726	Your Conscience	0929	0	0	0	1026	0	299	0	0	1277	0	0	0	0	Hint NPC in Tatalia (13) wharf area		
727	Amethyst Gemstone	0719	0	0	0	1152	0	298	0	1209	1249	0	0	0	0	Hint NPC in Barrow Downs/Pete (11)		
728	Matthias Bearheart	0923	0	0	0	0	0	304	0	1322	1170	0	0	0	0	Hint NPC in Steadwick/Pete (3)		
729	Tanya Kirklynn	0844	0	0	0	1121	0	302	0	1245	1228	0	0	0	0	Hint NPC in Harmondale (2)		
730	Brahein Kadarr	0934	0	0	0	1125	0	302	0	1222	1227	0	0	0	0	Hint NPC in Harmondale (2)		
731	Karlin Talion	0802	0	0	0	922	0	304	0	1249	0	0	0	0	0	Hint NPC in Steadwick (3)		
732	Peggy Tish	0835	0	0	0	921	0	304	0	0	1170	0	0	0	0	Hint NPC in Steadwick (3)		
733	Kira Cardrin	0824	0	0	0	924	0	304	0	0	1168	0	0	0	0	Hint NPC in Steadwick (3)		
734	Inja Yew	0662	0	0	0	946	0	299	0	1197	1250	0	0	0	0	Hint NPC in Tularean Forest (4)		
735	Alik Whitemoon	0682	0	0	0	961	0	299	0	1198	1194	0	0	0	0	Hint NPC in Tularean Forest (4)		
736	Damon Hawker	0929	0	0	0	1134	0	305	0	0	1249	0	0	0	0	Hint NPC in Deyja (5)		
737	Claes Mogren	0596	0	0	0	976	0	305	0	0	1194	0	0	0	0	Hint NPC in Deyja (5)		
738	Licia Rivenrock	0717	0	0	0	1156	0	298	0	0	1207	1179	0	0	0	Hint NPC in Barrow Downs (11)		
739	Feldspar Toolmen	0740	0	0	0	1153	0	298	0	1179	1189	0	0	0	0	Hint NPC in Barrow Downs (11)		
740	Jasper Fissure	0746	0	0	0	1154	0	298	0	1278	1179	0	0	0	0	Hint NPC in Barrow Downs (11)		
741	Kelly Garnet	0709	0	0	0	1155	0	298	0	0	1194	0	0	0	0	Hint NPC in Barrow Downs (11)		
742	Regina Fern	0828	0	0	0	0	0	299	0	1197	1250	0	0	0	0	Hint NPC in Tatalia (13) wharf area		
743	Thed Robynson	0868	0	0	0	0	0	299	0	1198	1250	0	0	0	0	Hint NPC in Tatalia (13) wharf area		
744	Tasha Vale	0670	0	0	0	0	0	300	0	0	1191	0	0	0	0	Hint NPC in Avlee (14)		
745	Relburn Ditch	0764	0	0	0	0	0	301	0	1208	1223	0	0	0	0	Hint NPC in Stone City (39)		
746	Auric Goldsmith	0746	0	0	0	0	0	301	0	0	1226	0	0	0	0	Hint NPC in Stone City (39)		
747	Darek Halover	0740	0	0	0	0	0	301	0	1242	1247	0	0	0	0	Hint NPC in Stone City (39)		
748	Diana Dedrick	0842	0	0	0	0	0	302	0	1221	1228	0	0	0	0	Hint NPC in Harmondale (2)		
749	Tommy Warsen	0860	0	0	0	0	0	302	0	0	1229	0	0	0	0	Hint NPC in Harmondale (2)		
750	Deedra Brewer	0822	0	0	0	0	0	302	0	1227	1245	0	0	0	0	Hint NPC in Harmondale (2)		
751	Solitare Bainful	0666	0	0	0	0	0	303	0	1194	1193	0	0	0	0	Hint NPC in Tularean Forest (4)		
752	Tiana Withern	0660	0	0	0	0	0	303	0	1190	1192	0	0	0	0	Hint NPC in Tularean Forest (4)		
753	Therenda Evermorn	0849	0	0	0	0	0	304	0	1168	0	0	0	0	0	Hint NPC in Steadwick (3)		
754	Tamara Anders	0844	0	0	0	0	0	304	0	1169	1170	0	0	0	0	Hint NPC in Steadwick (3)		
755	Roberta Theben	0592	0	0	0	0	0	304	0	0	1249	0	0	0	0	Hint NPC in Steadwick (3)		
756	Samantha Kilvers	0590	0	0	0	0	0	304	0	0	1194	0	0	0	0	Hint NPC in Steadwick (3)		
757	Tabitha Yerin	0816	0	0	0	0	0	305	0	0	1249	0	0	0	0	Hint NPC in Deyja (5)		
758	Jasmine Jeavers	0609	0	0	0	0	0	305	0	0	1322	0	0	0	0	Hint NPC in Deyja (5)		
759	Mattric Bowes	0595	0	0	0	1120	0	294	0	1183	0	0	0	0	0	Hint NPC In Bracada (6)		
760	Alashandra Reese	0586	0	0	0	0	0	294	0	0	0	0	0	0	0	Hint NPC In Bracada (6)		
761	Rena Putnum Kedrin	0865	0	0	0	0	0	115	0	0	0	0	0	0	0	Courier Quest 4		
762	Maximus	0454	0	0	0	0	0	314	0	0	0	0	0	0	0	Trade NPC Bottles/Sand		
763	Nivek Arlond	0934	0	0	0	933	0	304	0	1194	0	0	0	0	0	Hint NPC in Steadwick (3)		
764	Mireille Warlin	0664	0	0	0	951	0	303	0	1190	1193	0	0	0	0	Hint NPC in Tularean Forest (4)		
765	Shiara FireOpal	0798	0	0	0	1161	0	305	0	1194	1249	0	0	0	0	Hint NPC in Deyja (5)		
766	Linda Draken	0806	0	0	0	0	0	305	0	0	0	0	0	0	0	Hint NPC in Deyja (5)		
767	Ferris Oxhide	0756	0	0	0	972	0	305	0	1194	506	0	0	0	0	Hint NPC in Deyja (5)		
768	Jayce Kedrin	0745	0	0	0	974	0	305	0	1249	506	0	0	0	0	Hint NPC in Stone City (39)		
769	Giliyan Redfern	0660	0	0	0	947	0	303	0	1194	1192	0	0	0	0	Hint NPC in Tularean Forest/Pete (4)		
770	Karzon Skyefyre	0684	0	0	0	959	0	303	0	1190	1193	0	0	0	0	Hint NPC in Tularean Forest (4)		
771	Rainyn Rivencrest	0651	0	0	0	951	0	303	0	506	1322	0	0	0	0	Hint NPC in Tularean Forest (4)		
772	Tom Ono	1506	0	0	0	0	0	115	0	0	0	0	0	0	0			
773	Karl Drown	1504	0	0	0	0	0	115	0	0	0	0	0	0	0			
774	Tony Evans	0948	0	0	0	0	0	115	0	0	0	0	0	0	0			
775	Chris Miller	0686	0	0	0	0	0	115	0	0	0	0	0	0	0			
776	Carl Pindor	0690	0	0	0	0	0	115	0	0	0	0	0	0	0			
777	Eric Heffron	0694	0	0	0	0	0	115	0	0	0	0	0	0	0			
778	Hairbaugh	0936	0	0	0	0	0	319	0	1262	1320	0	0	0	0	Goblin Spy in Harmondale		
779	Rawn Talreisch	0568	0	0	0	943	0	304	0	0	1249	0	0	0	0	Hint NPC in Steadwick (3)		
780	Guard	0738	0	0	0	0	0	318	0	0	0	0	0	0	0	Guard in Stone City		
781	Peni Pretty	0839	0	0	0	928	0	304	0	0	1259	1322	0	0	0	Hint NPC in Erathia (3)		
782	Tallia Ravenswood	0850	0	0	0	1128	0	304	0	0	1322	0	0	0	0	Hint NPC in Erathia (3)		
783	Harli Quinn	0613	0	0	0	978	0	305	0	1322	0	0	0	0	0	Hint NPC in Deyja (5)		
784	Madigan Tarent	0849	0	0	0	1066	0	295	0	0	0	0	0	0	0	Hint NPC in Celeste (7)		
785	Garion Ramiez	0949	0	0	0	1067	0	295	0	1322	1194	0	0	0	0	Hint NPC in Celeste (7)		
1184	Jack Tellmar	0933	0	0	0	1184	0	300	0	1067	953	0	0	0	0	Expert Sword (3)	3	
1185	James Weathers	0917	0	0	0	1183	0	163	0	1004	1099	0	0	0	Expert Body_Magic (3)	3		
1186	Sarah	0851	0	0	0	941	0	115	0	1270	0	0	0	0	0	 Courier Guild Matron		
1187	Messenger of the Saints	1556	0	0	0	0	0	125	0	1325	0	0	0	0	0			
1188	Alice the Chef	0591	0	0	0	1021	0	115	0	0	1274	0	0	0	0			
1189	Rena Putnum Kedrin	0812	0	0	0	0	0	115	0	0	0	0	0	0	0			
1190	Rena Putnum Kedrin	0865	0	0	0	0	0	115	0	1275	0	0	0	0	0			
1191	Map Giver	1556	0	0	0	0	0	312	0	882	0	0	0	0	0			
1192	Map Giver 1	1556	0	0	0	0	0	115	0	0	0	0	0	0	0			
1193	The Coding Wizard	1556	0	0	0	0	0	313	0	798	0	0	0	0	0			
1194	Lady K	0841	0	0	0	0	0	115	0	0	0	0	0	0	0			
1195	EAO the Lector	0846	0	0	0	0	0	115	0	0	0	0	0	0	0			
1196	Duchess of Deja	1534	0	0	0	0	0	115	0	0	0	0	0	0	0			
1197	Lord Godwinson	0889	0	0	0	1106	0	115	0	846	0	0	0	0	0			
1198	Christian the Stablemaster	0917	0	0	0	0	0	121	0	813	0	0	0	0	0			
462	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
463	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
464	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
465	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
466	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
467	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
468	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
469	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
470	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
471	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
472	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
473	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
474	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
475	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
476	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
477	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
478	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
479	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
480	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
481	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
482	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
483	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
484	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
485	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
486	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
487	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
488	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
489	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
490	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
491	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
492	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
493	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
494	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
495	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
496	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
497	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
498	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
499	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
500	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
501	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
502	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
503	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
504	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
505	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
506	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
507	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
508	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
509	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
510	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
511	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
512	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
513	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
514	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
515	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
516	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
517	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
518	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
519	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
520	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
521	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
522	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
523	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
524	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
525	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
526	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
527	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
528	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
529	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
530	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
531	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
532	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
533	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
534	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
535	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
536	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
537	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
538	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
539	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
540	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
541	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
542	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
543	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
544	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
545	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
546	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
547	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
548	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
549	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
550	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
551	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
552	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
553	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
554	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
555	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
556	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
557	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
558	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
559	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
560	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
561	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
562	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
563	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
564	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
565	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
566	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
567	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
568	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
569	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
570	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
571	Boob	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
