Map name	Object id	Item number	Item name	X	Y	Z
out12.odm	29	1011	Elvish Toadstool	-12080	18160	7981
out12.odm	30	1011	Elvish Toadstool	-8464	17600	7173
out12.odm	31	1011	Elvish Toadstool	6352	-2736	1087
out12.odm	32	1011	Elvish Toadstool	5600	-4960	1217
out12.odm	33	1021	Philosopher's Stone	4944	-5488	1217
out12.odm	34	1021	Philosopher's Stone	-3504	-3152	1067
out12.odm	35	1021	Philosopher's Stone	-20032	-6816	4019
out12.odm	36	1021	Philosopher's Stone	-18192	-12560	3201
out12.odm	37	1021	Philosopher's Stone	-15616	-18608	790
out12.odm	38	1006	Dragon's Eye	-14288	15488	6401
out12.odm	39	1006	Dragon's Eye	6976	6416	1269
out12.odm	40	1006	Dragon's Eye	5664	5504	1215
out12.odm	41	996	Yellow Topaz	1552	8128	1217
out12.odm	42	996	Yellow Topaz	13520	5760	945
out12.odm	43	1008	Meteorite Fragment	-15328	11472	7784
out12.odm	44	1008	Meteorite Fragment	-11760	12192	7613
out12.odm	45	1008	Meteorite Fragment	-18816	14272	8001
out12.odm	46	1189	Divine Intervention	-3168	21968	1
out12.odm	47	1493	Stalt-laced ore	-17664	-21568	1
out12.odm	48	1493	Stalt-laced ore	-9280	-19328	1
out12.odm	49	1493	Stalt-laced ore	11328	-15488	1
out12.odm	50	1493	Stalt-laced ore	-14816	15744	6401
out12.odm	51	1493	Stalt-laced ore	-13760	13760	6401
out12.odm	52	1493	Stalt-laced ore	-12672	15264	6409
out12.odm	53	1493	Stalt-laced ore	-96	19808	1
out12.odm	54	1493	Stalt-laced ore	15232	7968	1
out12.odm	55	1729	Ethereal Ring	-15456	13600	6425
out12.odm	56	816	Regnan Cutlass	-14544	-18448	767
out12.odm	57	1711	Doom's Day Cloak	-21440	15456	5593
out12.odm	58	189	Gold	7328	15648	879
out12.odm	59	189	Gold	6272	17440	599
out12.odm	60	189	Gold	-14168	14160	6401
out12.odm	61	35	Minotaur Battleaxe	-4000	-3136	1035
out12.odm	62	905	Silver Belt	15712	-5408	991
out12.odm	63	840	Mighty Halberd	-928	16416	1141
7out13.odm	0	1008	Meteorite Fragment	5920	5760	2779
7out13.odm	1	1448	Horseshoe	4608	-10440	321
7out13.odm	2	1448	Horseshoe	4184	-11392	321
7out13.odm	3	1448	Horseshoe	5288	-10272	321
7out13.odm	4	947	Alacorn Wand of Fireballs	4448	9664	3073
7out13.odm	5	1004	Vial of Troll Blood	-640	6944	3073
7out13.odm	6	1004	Vial of Troll Blood	960	3744	3073
7out13.odm	7	1004	Vial of Troll Blood	11840	896	3073
7out13.odm	8	1006	Dragon's Eye	-800	20000	2591
7out13.odm	9	1001	Gold	13568	-1792	4673
7out13.odm	10	1001	Gold	4928	-3328	4309
7out13.odm	11	1010	Moonstone	5856	4800	2923
7out13.odm	12	1010	Moonstone	8640	3680	2999
7out13.odm	13	236	Harden Item	2720	6816	3073
7out13.odm	14	236	Harden Item	-416	3552	3073
7out13.odm	15	236	Harden Item	-7904	-16640	97
7out13.odm	16	819	Steel Dagger	-5888	-15520	51
7out13.odm	17	850	Heavy Crossbow	11040	-16736	209
7out13.odm	18	880	Noble Plate Armor	18208	-17696	143
7out13.odm	19	889	Alloyed Shield	18272	-22048	45
7out13.odm	20	905	Silver Belt	9824	-22112	117
7out13.odm	21	949	Alacorn Wand of Lightning	14336	-21760	257
7out13.odm	22	1491	Kergar-laced ore	6112	-19296	39
7out13.odm	23	1491	Kergar-laced ore	21824	-20800	25
7out13.odm	24	1491	Kergar-laced ore	20832	-15168	19
7out13.odm	25	1491	Kergar-laced ore	17440	-9632	513
7out13.odm	26	1491	Kergar-laced ore	13728	-9120	399
7out13.odm	27	1004	Vial of Troll Blood	10080	16224	2605
7out13.odm	28	1008	Meteorite Fragment	7584	6944	2533
7out13.odm	29	1008	Meteorite Fragment	8800	17088	2471
7out13.odm	30	1008	Meteorite Fragment	7680	15808	2733
7out13.odm	31	1008	Meteorite Fragment	10080	13856	3005
7out13.odm	32	1008	Meteorite Fragment	7200	7616	2729
7out13.odm	33	1008	Meteorite Fragment	7040	4960	2721
7out13.odm	34	1008	Meteorite Fragment	8544	14464	2881
7out13.odm	35	1008	Meteorite Fragment	6016	6752	2719
7out13.odm	36	1492	Erudine-laced ore	7184	5904	2495
7out13.odm	37	1492	Erudine-laced ore	8480	15984	2486
7out13.odm	38	1491	Kergar-laced ore	9520	16400	2447
7out13.odm	39	1491	Kergar-laced ore	7888	5232	2693
7out13.odm	40	1534	Saints of Selinas Scroll 4	-3	2	3580
7out13.odm	41	188	Gold	12288	1184	3093
7out13.odm	42	68	Temple Mace	10208	10496	3073
7out13.odm	43	188	Gold	-18688	17216	377
7out13.odm	44	1815	Air Resistance	-15712	4672	247
7out13.odm	45	1662	Killer Club	-19712	18880	449
7out13.odm	46	822	Long Dagger	-17472	1632	525
7out13.odm	47	188	Gold	-2016	15040	3073
7out13.odm	48	188	Gold	1248	3200	3073
7out13.odm	49	188	Gold	-13376	-19648	1
7out13.odm	50	188	Gold	-7680	7520	1
7out13.odm	51	993	Rose Crystal	-7136	6592	1
7out13.odm	52	188	Gold	-5120	2400	1
7out13.odm	53	907	Leather Cloak	21808	-19856	97
7out13.odm	54	188	Gold	-4032	352	1
7out13.odm	55	188	Gold	1696	13472	3073
7out13.odm	56	188	Gold	-18592	6400	289
out14.odm	0	1448	Horseshoe	17336	13008	513
out14.odm	1	1448	Horseshoe	17784	13408	513
out14.odm	2	1448	Horseshoe	16928	12752	513
out14.odm	3	1004	Vial of Troll Blood	2272	-7776	1195
out14.odm	4	1004	Vial of Troll Blood	6976	-7552	993
out14.odm	5	1004	Vial of Troll Blood	-3392	-6688	1537
out14.odm	6	1010	Moonstone	8608	-9824	1025
out14.odm	7	1010	Moonstone	-2464	-5184	1537
out14.odm	8	1010	Moonstone	5856	-6560	1025
out14.odm	9	1015	Garnet	7840	-10080	1025
out14.odm	10	1015	Garnet	1344	-7392	1343
out14.odm	11	1015	Garnet	-2880	-7264	1537
out14.odm	12	1000	Gold	18272	-20416	609
out14.odm	13	1000	Gold	19680	-20768	609
out14.odm	14	1000	Gold	21216	-18592	609
out14.odm	15	1000	Gold	-5472	-5120	1537
out14.odm	16	1000	Gold	8096	-5504	933
out14.odm	17	1000	Gold	14560	-12032	385
out14.odm	18	953	Arcane Wand of The Fist	21664	-8896	2779
out14.odm	19	837	Sublime Spear	5376	-11872	1
out14.odm	20	829	Minotaur Axe	-5568	-11552	99
out14.odm	21	832	Headsman's Poleaxe	-9568	-11616	43
out14.odm	22	842	Barbed Trident	-7392	-9536	73
out14.odm	23	854	Zealot Mace	-15520	-4320	161
out14.odm	24	864	Iron Core Staff	-18016	6336	301
out14.odm	25	85	Hardened Leather Vest	-9312	17376	35
out14.odm	26	92	Siertal Chainmail	-4576	10016	113
out14.odm	27	1000	Gold	-6304	12032	123
out14.odm	28	1000	Gold	-18944	6400	289
out14.odm	29	1000	Gold	-16704	-3904	137
out14.odm	30	1000	Gold	3296	-8448	1061
out14.odm	31	1361	Watcher's Ring of Elemental Water	-16760	-4707	161
out14.odm	32	917	Walking Boots	-19392	6656	265
out14.odm	33	914	Silver Mesh Gauntlets	18592	-20736	609
out14.odm	34	1732	Turquoise Amulet	-5888	-12000	99
out14.odm	35	188	Gold	-5504	12832	99
out14.odm	36	905	Silver Belt	8384	-8704	1025
out14.odm	37	188	Gold	9344	-6464	929
out14.odm	38	94	Rusty Breastplate	13984	-14752	675
out14.odm	39	862	Steel club	-16416	-5376	177
out14.odm	40	188	Gold	-7840	-8960	97
out14.odm	41	188	Gold	-7328	13792	109
out14.odm	42	188	Gold	320	-8512	1537
out14.odm	43	1660	Club	-9088	-11744	25
7out15.odm	0	1448	Horseshoe	17336	13008	513
7out15.odm	1	1448	Horseshoe	17784	13408	513
7out15.odm	2	1448	Horseshoe	16928	12752	513
7out15.odm	3	1004	Vial of Troll Blood	2272	-7776	1195
7out15.odm	4	1004	Vial of Troll Blood	6976	-7552	993
7out15.odm	5	1004	Vial of Troll Blood	-3392	-6688	1537
7out15.odm	6	1010	Moonstone	8608	-9824	1025
7out15.odm	7	1010	Moonstone	-2464	-5184	1537
7out15.odm	8	1010	Moonstone	5856	-6560	1025
7out15.odm	9	1015	Garnet	7840	-10080	1025
7out15.odm	10	1015	Garnet	1344	-7392	1343
7out15.odm	11	1015	Garnet	-2880	-7264	1537
7out15.odm	12	1000	Gold	18272	-20416	609
7out15.odm	13	1000	Gold	19680	-20768	609
7out15.odm	14	1000	Gold	21216	-18592	609
7out15.odm	15	1000	Gold	-5472	-5120	1537
7out15.odm	16	1000	Gold	8096	-5504	933
7out15.odm	17	1000	Gold	14560	-12032	385
7out15.odm	18	953	Arcane Wand of The Fist	21664	-8896	2779
7out15.odm	19	837	Sublime Spear	5376	-11872	1
7out15.odm	20	829	Minotaur Axe	-5568	-11552	99
7out15.odm	21	832	Headsman's Poleaxe	-9568	-11616	43
7out15.odm	22	842	Barbed Trident	-7392	-9536	73
7out15.odm	23	854	Zealot Mace	-15520	-4320	161
7out15.odm	24	864	Iron Core Staff	-18016	6336	301
7out15.odm	25	85	Hardened Leather Vest	-9312	17376	35
7out15.odm	26	92	Siertal Chainmail	-4576	10016	113
7out15.odm	27	1000	Gold	-6304	12032	123
7out15.odm	28	1000	Gold	-18944	6400	289
7out15.odm	29	1000	Gold	-16704	-3904	137
7out15.odm	30	1000	Gold	3296	-8448	1061
7out15.odm	31	1361	Watcher's Ring of Elemental Water	-16760	-4707	161
7out15.odm	32	917	Walking Boots	-19392	6656	265
7out15.odm	33	914	Silver Mesh Gauntlets	18592	-20736	609
7out15.odm	34	1732	Turquoise Amulet	-5888	-12000	99
7out15.odm	35	188	Gold	-5504	12832	99
7out15.odm	36	905	Silver Belt	8384	-8704	1025
7out15.odm	37	188	Gold	9344	-6464	929
7out15.odm	38	94	Rusty Breastplate	13984	-14752	675
7out15.odm	39	862	Steel club	-16416	-5376	177
7out15.odm	40	188	Gold	-7840	-8960	97
7out15.odm	41	188	Gold	-7328	13792	109
7out15.odm	42	188	Gold	320	-8512	1537
7out15.odm	43	1660	Club	-9088	-11744	25
d01.blv	0	1519	Letter from Mr. Stantley	512	14368	1
d01.blv	1	187	Gold	6064	7552	-127
d01.blv	2	137	Bronze Ring	16	5664	1
d01.blv	3	84	Leather Jerkin	1808	12320	385
d01.blv	4	852	Crude Mace	-5360	9488	-383
d01.blv	5	187	Gold	-816	4768	-543
d01.blv	6	187	Gold	-320	2880	1
d01.blv	7	1668	Leather Armor	-368	15072	1
d01.blv	8	220	Potion Bottle	-6080	8816	-383
d01.blv	9	187	Gold	80	15056	1
d01.blv	10	814	Cutlass	5952	10592	-127
d01.blv	11	122	Traveler's Cloak	-976	816	-511
d01.blv	12	1744	Fairy Wand of Lashing	-112	14816	1
d01.blv	13	863	Simple Staff	432	6464	-543
d01.blv	14	1603	Longsword	-1456	13232	-543
d01.blv	15	221	Catalyst	-1408	12320	385
d01.blv	16	189	Gold	560	14704	1
d01.blv	17	917	Walking Boots	-384	10448	-543
d01.blv	18	852	Crude Mace	-528	4080	1
d01.blv	19	887	Bronze Shield	608	2096	1
d01.blv	20	47	Halberd	800	14256	1
d01.blv	21	187	Gold	3760	2016	-511
d02.blv	0	188	Gold	4608	4224	1
d02.blv	1	188	Gold	-640	8448	1
d02.blv	2	188	Gold	6144	12672	1
d02.blv	3	188	Gold	4608	4608	1
d02.blv	4	187	Gold	2560	10304	1
d02.blv	5	188	Gold	10816	9920	1
d02.blv	6	188	Gold	2432	2432	-191
d02.blv	7	188	Gold	4576	14496	1
d02.blv	8	188	Gold	7936	13952	1
d02.blv	9	188	Gold	5760	12544	1
d02.blv	10	188	Gold	8448	14336	1
d02.blv	11	188	Gold	-3200	9888	1
d02.blv	12	187	Gold	5504	9568	1
d02.blv	13	188	Gold	8384	14272	1
d02.blv	14	904	Strong Belt	2688	6912	1
d02.blv	15	28	Regnan Fighting Knife	4192	14880	1
d02.blv	16	1661	Spiked Club	704	-4480	1
d02.blv	17	133	Hardened Leather Boots	1920	7168	1
d02.blv	18	154	Witch's Wand of Poison	11104	10720	1
d02.blv	19	187	Gold	3200	2304	-191
d02.blv	20	860	Club	-2016	-2048	1
d02.blv	21	187	Gold	3008	10112	1
d02.blv	22	13	Lizardman Broadsword	6688	12672	1
d02.blv	23	43	Elven Long Spear	8768	13824	1
d02.blv	24	85	Hardened Leather Vest	448	9792	1
d02.blv	25	188	Gold	7360	13984	1
d02.blv	26	110	Lizardman Helm	-2528	6080	1
d02.blv	27	188	Gold	-256	8320	1
d02.blv	28	95	Banded Plate	7584	3232	1
d02.blv	29	188	Gold	9312	11616	1
d02.blv	30	1663	Staff	32	-960	1
d02.blv	31	1653	Wicked Mace	7776	12768	1
d02.blv	32	34	Dwarven Battleaxe	2208	3136	1
d02.blv	33	187	Gold	-1984	-672	1
d02.blv	34	188	Gold	2400	7136	1
d02.blv	35	188	Gold	11392	6016	1
d02.blv	36	188	Gold	5728	2784	1
d02.blv	37	188	Gold	9248	2208	1
d02.blv	38	934	Witch's Amulet	11008	9120	1
d02.blv	39	920	Knight's Boots	-2752	9376	1
d02.blv	40	188	Gold	4128	3424	1
d02.blv	41	188	Gold	1824	12256	1
d02.blv	42	188	Gold	-1152	9216	1
d02.blv	43	1716	Ultimate Gauntlets	2112	7584	1
d02.blv	44	1634	Stout Spear	10880	6272	1
d02.blv	45	1702	Leather Belt	3232	4128	1
d02.blv	46	148	Jade Amulet	4480	4224	1
d02.blv	47	188	Gold	-1152	9984	1
d02.blv	48	188	Gold	-2528	5664	1
d02.blv	49	804	Steel Longsword	800	-5280	1
d02.blv	50	277	Essence of Speed	4032	1184	1
d02.blv	51	188	Gold	2816	10624	1
d02.blv	52	178	Iolite	3808	-3648	1
d02.blv	53	129	Steel Gauntlets	1952	1568	1
d02.blv	54	188	Gold	11264	6400	1
d02.blv	55	831	Warrior's Poleaxe	9984	13696	1
d02.blv	56	73	Warhammer	7136	5152	1
d02.blv	57	854	Zealot Mace	7872	14336	1
d03.blv	0	188	Gold	-7624	6276	-95
d03.blv	1	1018	Obsidian	-6360	4220	529
d03.blv	2	189	Gold	-13408	-12800	-2375
d03.blv	3	189	Gold	-4104	-12720	-2375
d03.blv	4	1682	Tower Shield	-4224	10268	529
d03.blv	5	189	Gold	-13516	-13124	-2375
d03.blv	6	187	Gold	-3904	-13216	-2375
d03.blv	7	188	Gold	-6236	8380	-95
d03.blv	8	189	Gold	-13396	-13432	-2375
d03.blv	9	864	Iron Core Staff	-9620	-18672	-2678
d03.blv	10	189	Gold	-9624	-15164	-2375
d03.blv	11	189	Gold	-9824	-16924	-2231
d03.blv	12	951	Alacorn Wand of Charms	-3780	-12984	-2375
d04.blv	0	1536	Letter from Xenofex	256	6016	-1407
d04.blv	1	227	Awaken	-256	8896	-2175
d04.blv	2	187	Gold	256	9344	-2175
d04.blv	3	907	Leather Cloak	3520	7424	-1535
d04.blv	4	1625	Hand Axe	3776	7296	-1535
d04.blv	5	989	Topaz	896	8448	-2175
d04.blv	6	187	Gold	-384	8512	-2095
d04.blv	7	852	Crude Mace	2752	6528	-1535
d04.blv	8	187	Gold	384	4160	-1663
d04.blv	9	200	Widowsweep Berries	384	4608	-1663
d04.blv	10	11	Iron Broadsword	-640	2176	-1663
d04.blv	11	311	Wizard Eye	128	9344	-2175
d04.blv	12	187	Gold	3776	7616	-1535
d04.blv	13	187	Gold	640	2240	-1119
d04.blv	14	187	Gold	3200	8064	-1535
d04.blv	15	923	Pearl Ring	640	3328	-1119
d04.blv	16	187	Gold	3200	6272	-1535
d04.blv	17	187	Gold	192	6016	-1407
d04.blv	18	94	Rusty Breastplate	320	-1024	-3071
d04.blv	19	187	Gold	-192	8960	-2175
d04.blv	20	187	Gold	576	9280	-2175
d04.blv	21	844	Crude Bow	-256	-1024	-3071
d04.blv	22	220	Potion Bottle	960	8896	-2175
d04.blv	23	187	Gold	-960	4160	-1151
d04.blv	24	818	Dwarven Dagger	192	6272	-1407
7d06.blv	0	865	Wizard Staff	-4160	6336	0
7d06.blv	1	200	Widowsweep Berries	4432	2336	321
7d06.blv	2	1625	Hand Axe	4144	2400	321
7d06.blv	3	94	Rusty Breastplate	3648	-1600	769
7d06.blv	4	187	Gold	2976	-1488	769
7d06.blv	5	811	Broadsword	3536	-1696	769
7d06.blv	6	117	Leather Belt	4560	2688	321
7d07.blv	0	188	Gold	-3584	-6912	1473
7d07.blv	1	852	Crude Mace	6080	-3520	2817
7d07.blv	2	188	Gold	-5760	-128	3265
7d07.blv	3	189	Gold	-6368	-992	3329
7d07.blv	4	188	Gold	-3456	-7552	1473
7d07.blv	5	95	Banded Plate	5376	2176	1537
7d07.blv	6	68	Temple Mace	768	-2304	4097
7d07.blv	7	830	Two-Handed Stoneaxe	128	5504	1537
7d07.blv	8	189	Gold	-4096	-7168	1857
7d07.blv	9	941	Wand of Harm	-3712	2176	3905
7d07.blv	10	189	Gold	-2560	-7424	1857
7d07.blv	11	86	Caravaner's Leather	-2432	2048	3905
7d07.blv	12	1661	Spiked Club	-4864	1280	3905
7d07.blv	13	189	Gold	-2944	-8192	1857
7d07.blv	14	822	Long Dagger	-2816	-7168	1473
7d07.blv	15	188	Gold	2048	3072	1537
7d07.blv	16	188	Gold	-1536	4480	1537
7d07.blv	17	18	Regnan Cutlass	256	1792	1537
7d07.blv	18	132	Walking Boots	6016	-2784	2817
7d07.blv	19	188	Gold	768	-1024	4097
7d07.blv	20	188	Gold	1920	-9856	2081
7d07.blv	21	189	Gold	-3456	-8192	1857
7d07.blv	22	188	Gold	-2688	-7168	1857
7d07.blv	23	14	Knightly Broadsword	-3712	-1280	3265
7d07.blv	24	188	Gold	-4736	3456	3897
7d07.blv	25	250	Swift Potion	-3328	-8192	1857
7d07.blv	26	1727	Valuable Ring	-3968	-7168	1857
7d07.blv	27	188	Gold	-6048	-992	3329
7d07.blv	28	832	Headsman's Poleaxe	4992	-9600	2209
7d07.blv	29	188	Gold	-6208	-992	3329
7d07.blv	30	188	Gold	-3072	-8320	1857
7d07.blv	31	2063	Sunstone	-6304	-1376	3329
7d07.blv	32	808	Barrow Leafblade	-3584	-7296	1473
7d07.blv	33	86	Caravaner's Leather	8576	-1024	2561
7d08.blv	0	222	Cure Wounds	-4570	2536	256
7d08.blv	1	222	Cure Wounds	-4570	2406	256
7d08.blv	2	222	Cure Wounds	-4570	2824	256
7d08.blv	3	222	Cure Wounds	-4570	2284	256
7d08.blv	4	222	Cure Wounds	-4570	2680	256
7d08.blv	5	222	Cure Wounds	-4570	2190	256
7d09.blv	0	871	Regnan Leather	-15876	9116	1153
7d09.blv	1	189	Gold	10824	572	1
7d09.blv	2	189	Gold	9640	-12028	1
7d09.blv	3	189	Gold	-15064	8932	1153
7d09.blv	4	1760	Mystic Wand of Shrinking	-17248	-6352	1
7d09.blv	5	189	Gold	-18680	-364	1
7d09.blv	6	1689	Spirit Shield	-3460	-10844	-47
7d09.blv	7	189	Gold	-15876	6248	577
7d09.blv	8	189	Gold	-652	-10096	-47
7d09.blv	9	189	Gold	-3148	-10096	-47
7d09.blv	10	310	Incinerate	-14940	-6104	1
7d09.blv	11	947	Alacorn Wand of Fireballs	-15000	884	1
7d09.blv	12	1715	Cavalier Gauntlets	-3212	11424	1
7d09.blv	13	189	Gold	-14004	9180	1153
7d09.blv	14	189	Gold	-4024	-11716	-47
7d09.blv	15	189	Gold	-16624	8804	1153
7d09.blv	16	832	Headsman's Poleaxe	9016	572	1
7d09.blv	17	189	Gold	-11260	260	1
7d09.blv	18	189	Gold	5960	-3732	1
7d09.blv	19	135	Alvarian Boots	-13752	8492	1153
7d09.blv	20	884	Sterling Shield	9512	-13776	1
7d09.blv	21	396	Dragon Breath	-4148	-7164	1
7d09.blv	22	189	Gold	5708	-1048	529
7d09.blv	23	862	Steel club	7892	508	1
7d09.blv	24	189	Gold	-5580	4004	1
7d09.blv	25	189	Gold	592	8868	1
7d09.blv	26	135	Alvarian Boots	-21488	-5664	-191
7d09.blv	27	842	Barbed Trident	-21488	-4356	-191
7d11.blv	0	123	Moon Temple Cloak	6132	-24148	513
7d11.blv	1	189	Gold	8728	-24360	-703
7d11.blv	2	849	Crude Crossbow	7828	-17252	-703
7d11.blv	3	189	Gold	8092	-17784	-703
7d11.blv	4	189	Gold	12764	-20596	-703
7d11.blv	5	1703	Mercenary Belt	6768	-24256	513
7d11.blv	6	932	Eyeball Amulet	4168	-21708	-703
7d11.blv	7	1682	Tower Shield	8588	-20800	-1055
7d11.blv	8	189	Gold	9100	-23620	-703
7d11.blv	9	1693	Guardian Helm	8496	-20708	-1055
7d12.blv	0	1006	Dragon's Eye	-2432	2176	481
7d12.blv	1	1004	Vial of Troll Blood	-2176	2496	481
7d12.blv	2	1004	Vial of Troll Blood	-2176	2176	609
7d12.blv	3	1004	Vial of Troll Blood	-2176	2048	609
7d12.blv	4	1004	Vial of Troll Blood	-2240	1856	481
7d12.blv	5	1014	Sulfur	-2176	2304	481
7d12.blv	6	1021	Philosopher's Stone	-2176	1856	481
7d12.blv	7	1020	Mercury	-2176	2176	545
7d12.blv	8	266	Pure Intellect	-2160	2448	481
7d12.blv	9	253	Divine Cure	-2512	2208	481
7d12.blv	10	239	Cure Insanity	-2336	2144	481
7d12.blv	11	239	Cure Insanity	-2272	2192	481
7d12.blv	12	239	Cure Insanity	-2208	2000	609
7d12.blv	13	239	Cure Insanity	-2144	1904	481
7d12.blv	14	1015	Garnet	-2208	2528	481
7d12.blv	15	1008	Meteorite Fragment	-2144	2480	481
7d12.blv	16	1010	Moonstone	-2352	2208	481
7d12.blv	17	220	Potion Bottle	-2512	2144	481
7d12.blv	18	220	Potion Bottle	-2288	2144	481
7d12.blv	19	220	Potion Bottle	-2352	1568	513
7d12.blv	20	220	Potion Bottle	-2304	1568	513
7d12.blv	21	220	Potion Bottle	-2048	1568	513
7d12.blv	22	220	Potion Bottle	-2112	2784	513
7d12.blv	23	220	Potion Bottle	-2368	2784	513
7d12.blv	24	220	Potion Bottle	-2544	2176	481
7d12.blv	25	220	Potion Bottle	-2176	2384	481
7d12.blv	26	220	Potion Bottle	-2160	1984	609
7d12.blv	27	220	Potion Bottle	-2224	2384	481
7d12.blv	28	1009	Harpy Feather	-2320	2784	513
7d12.blv	29	995	Amethyst	-2240	1568	513
7d12.blv	30	1004	Vial of Troll Blood	-2128	1568	513
7d12.blv	31	228	Haste	-2016	2784	513
7d12.blv	32	228	Haste	-2192	1568	513
7d12.blv	33	228	Haste	-2000	1568	513
7d12.blv	34	228	Haste	-2352	1808	481
7d12.blv	35	1017	Mushroom	-2528	2720	385
7d12.blv	36	1005	Ruby	-2208	2784	513
7d12.blv	37	992	Green Garnet	-2288	1968	385
7d12.blv	38	1002	Widowsweep Berries	-2160	2064	545
7d12.blv	39	994	Diamond	-2064	2784	513
7d12.blv	40	264	Pure Luck	-2096	1552	513
7d12.blv	41	265	Pure Speed	-2224	1824	481
7d12.blv	42	263	Slaying Potion	-2208	2368	545
7d12.blv	43	244	Speed Boost	-2160	2336	545
7d12.blv	44	246	Flaming Potion	-2208	2304	545
7d12.blv	45	247	Freezing Potion	-2176	2288	545
7d12.blv	46	236	Harden Item	-2208	2208	545
7d12.blv	47	254	Divine Power	-2160	2144	545
7d12.blv	48	1021	Philosopher's Stone	-2208	2080	545
7d12.blv	49	1021	Philosopher's Stone	-2160	2032	545
7d12.blv	50	1021	Philosopher's Stone	-2176	2016	545
7d12.blv	51	1006	Dragon's Eye	-2160	2208	545
7d12.blv	52	1006	Dragon's Eye	1904	-144	289
7d12.blv	53	1006	Dragon's Eye	2048	-528	289
7d12.blv	54	1006	Dragon's Eye	2640	-832	289
7d12.blv	55	1006	Dragon's Eye	2032	-848	289
7d12.blv	56	1006	Dragon's Eye	3056	-512	353
7d12.blv	57	1006	Dragon's Eye	3072	-160	289
7d12.blv	58	1006	Dragon's Eye	2592	-64	289
7d12.blv	59	1006	Dragon's Eye	1920	-688	353
7d12.blv	60	1016	Vial of Devil Ichor	1920	-352	353
7d12.blv	61	1016	Vial of Devil Ichor	2048	-192	289
7d12.blv	62	1016	Vial of Devil Ichor	2944	-192	289
7d12.blv	63	1016	Vial of Devil Ichor	2608	-144	289
7d12.blv	64	1016	Vial of Devil Ichor	3056	-656	353
7d12.blv	65	1016	Vial of Devil Ichor	3072	-352	353
7d12.blv	66	1016	Vial of Devil Ichor	2912	-832	289
7d12.blv	67	1016	Vial of Devil Ichor	2816	-816	289
7d12.blv	68	1016	Vial of Devil Ichor	1904	-848	289
7d12.blv	69	1016	Vial of Devil Ichor	1920	-496	353
7d12.blv	70	1020	Mercury	1968	-192	289
7d12.blv	71	1020	Mercury	2096	-496	289
7d12.blv	72	1020	Mercury	2896	-480	289
7d12.blv	73	1020	Mercury	3088	-864	289
7d12.blv	74	1005	Ruby	3008	-224	289
7d12.blv	75	989	Topaz	3088	-464	353
7d12.blv	76	1004	Vial of Troll Blood	1904	-608	353
7d12.blv	77	993	Rose Crystal	1952	-608	353
7d12.blv	78	1011	Elvish Toadstool	1968	-816	289
7d12.blv	79	1009	Harpy Feather	2128	-816	289
7d12.blv	80	1007	Phirna Root	2464	-864	193
7d12.blv	81	1012	Poppysnaps	2416	-816	193
7d12.blv	82	1010	Moonstone	2544	-800	289
7d12.blv	83	1013	Fae Dust	2736	-864	289
7d12.blv	84	1018	Obsidian	2768	-832	289
7d12.blv	85	1021	Philosopher's Stone	2576	-848	289
7d12.blv	86	220	Potion Bottle	2688	-816	289
7d12.blv	87	220	Potion Bottle	2976	-800	289
7d12.blv	88	220	Potion Bottle	3072	-784	289
7d12.blv	89	220	Potion Bottle	2992	-880	289
7d12.blv	90	220	Potion Bottle	3072	-688	353
7d12.blv	91	220	Potion Bottle	3040	-464	353
7d12.blv	92	220	Potion Bottle	3088	-320	353
7d12.blv	93	220	Potion Bottle	2992	-176	289
7d12.blv	94	220	Potion Bottle	2016	-208	289
7d12.blv	95	220	Potion Bottle	1904	-208	289
7d12.blv	96	220	Potion Bottle	1952	-320	353
7d12.blv	97	220	Potion Bottle	1904	-320	353
7d12.blv	98	220	Potion Bottle	1904	-400	353
7d12.blv	99	220	Potion Bottle	1936	-528	353
7d12.blv	100	220	Potion Bottle	1904	-656	353
7d12.blv	101	220	Potion Bottle	1904	-800	289
7d12.blv	102	220	Potion Bottle	1888	-832	289
7d12.blv	103	220	Potion Bottle	2688	-32	193
7d12.blv	104	220	Potion Bottle	2704	-16	193
7d12.blv	105	220	Potion Bottle	2240	-528	289
7d12.blv	106	220	Potion Bottle	2288	-464	289
7d12.blv	107	1008	Meteorite Fragment	2192	-480	289
7d12.blv	108	1008	Meteorite Fragment	2144	-496	289
7d12.blv	109	1008	Meteorite Fragment	2944	-480	289
7d12.blv	110	1008	Meteorite Fragment	3104	-32	193
7d12.blv	111	1005	Ruby	2080	-144	289
7d12.blv	112	1005	Ruby	2560	-112	289
7d12.blv	113	1004	Vial of Troll Blood	1904	-320	417
7d12.blv	114	1004	Vial of Troll Blood	1936	-480	417
7d12.blv	115	1004	Vial of Troll Blood	1952	-688	417
7d12.blv	116	1004	Vial of Troll Blood	3056	-672	417
7d12.blv	117	1018	Obsidian	1936	-368	417
7d12.blv	118	1018	Obsidian	1920	-512	417
7d12.blv	119	1018	Obsidian	3072	-640	417
7d12.blv	120	1018	Obsidian	3056	-512	417
7d12.blv	121	1003	Crushed Rose Petals	1904	-352	417
7d12.blv	122	1003	Crushed Rose Petals	1936	-640	417
7d12.blv	123	1003	Crushed Rose Petals	3088	-544	417
7d12.blv	124	1019	Vial of Ooze Endoplasm	1952	-400	417
7d12.blv	125	1020	Mercury	1904	-496	417
